event_date,channel_medium,channel_source,users,sessions,purchases,revenue,bounced_users,conversion_rate_pct,bounce_rate_pct,revenue_per_session,anomaly_type,is_synthetic_anomaly,z_sessions,z_users,z_purchases,z_revenue,z_conversion_rate_pct,z_bounce_rate_pct,z_revenue_per_session,max_z_score,triggered_metric,is_anomaly
2020-11-04,(none),(direct),922,954,31,3397.0,0,3.25,0.0,3.56,none,False,0.0,0.0,2.2501001312832845,2.248348526829643,2.2496236672754804,0.0,2.2487880803265052,2.2501001312832845,purchases,True
2020-11-05,(none),(direct),826,852,38,2503.0,0,4.46,0.0,2.94,none,False,-2.267786838055367,-2.267786838055431,1.732050807568874,1.4544670411454412,1.8553773705801224,0.0,1.6083455101881523,2.267786838055431,users,True
2020-11-05,(none),(direct),826,852,37,2770.0,0,4.34,0.0,3.25,none,False,0.0,0.0,2.102427381113823,2.156974056538928,2.1017554645198775,0.0,2.156996619397713,2.156996619397713,revenue_per_session,True
2020-11-05,(none),(direct),826,852,3,159.0,0,0.35,0.0,0.19,none,False,0.0,0.0,-2.054210364052357,-0.8468893116212042,-2.0541898811047465,0.0,-0.8428197849678641,2.054210364052357,purchases,True
2020-11-05,(none),(direct),826,852,21,1414.0,0,2.46,0.0,1.66,none,False,0.0,0.0,1.4914177119168885,1.9907101042513902,1.4856747434284563,0.0,1.9940620380076146,1.9940620380076146,revenue_per_session,True
2020-11-05,(none),(direct),826,852,32,2374.0,0,3.76,0.0,2.79,none,False,0.0,0.0,1.9523418934053158,2.0531833703606677,1.9525773917998228,0.0,2.0543957514173257,2.0543957514173257,revenue_per_session,True
2020-11-05,(none),(direct),826,852,23,2150.0,0,2.7,0.0,2.52,none,False,0.0,0.0,1.6927986607889254,2.151027501747279,1.6947775495778414,0.0,2.151079827196712,2.151079827196712,revenue_per_session,True
2020-11-05,(none),(direct),826,852,31,3397.0,0,3.64,0.0,3.99,none,False,0.0,0.0,2.250100131283283,2.248348526829643,2.250285582324805,0.0,2.2484892155199634,2.250285582324805,conversion_rate_pct,True
2020-11-06,(none),(direct),717,748,38,2503.0,0,5.08,0.0,3.35,none,False,-2.267786838055367,-2.2677868380554442,1.7320508075688732,1.4544670411454412,1.873609798904195,0.0,1.630603852938217,2.2677868380554442,users,True
2020-11-06,(none),(direct),717,748,37,2770.0,0,4.95,0.0,3.7,none,False,0.0,0.0,2.1024273811138223,2.156974056538928,2.1026839215562245,0.0,2.1572940860413774,2.1572940860413774,revenue_per_session,True
2020-11-06,(none),(direct),717,748,3,159.0,0,0.4,0.0,0.21,none,False,0.0,0.0,-2.0542103640523512,-0.8468893116212042,-2.0529073399705187,0.0,-0.8529211913172721,2.0542103640523512,purchases,True
2020-11-06,(none),(direct),717,748,21,1414.0,0,2.81,0.0,1.89,none,False,0.0,0.0,1.4914177119168859,1.9907101042513902,1.492941344438746,0.0,1.9917278189570289,1.9917278189570289,revenue_per_session,True
2020-11-06,(none),(direct),717,748,32,2374.0,0,4.28,0.0,3.17,none,False,0.0,0.0,1.9523418934053147,2.0531833703606677,1.9525772635300065,0.0,2.0513829239929406,2.0531833703606677,revenue,True
2020-11-06,(none),(direct),717,748,23,2150.0,0,3.07,0.0,2.87,none,False,0.0,0.0,1.692798660788923,2.151027501747279,1.6920716385112304,0.0,2.1495425481350554,2.151027501747279,revenue,True
2020-11-06,(none),(direct),717,748,31,3397.0,0,4.14,0.0,4.54,none,False,0.0,0.0,2.250100131283282,2.248348526829643,2.2500719621655954,0.0,2.248675008023608,2.250100131283282,purchases,True
2020-11-07,(none),(direct),521,548,8,476.0,0,1.46,0.0,0.87,none,False,-2.2677868380553723,-2.2677868380554034,-0.8748319093491167,-0.6579782505519957,-0.5723558588060446,0.0,-0.4534276287816145,2.2677868380554034,users,True
2020-11-07,(none),(direct),521,548,34,2919.0,0,6.2,0.0,5.33,none,False,-0.5855400437691225,-0.5855400437691279,1.9257830291565143,1.813015598664033,2.025713597667076,0.0,1.9593048100058432,2.025713597667076,conversion_rate_pct,True
2020-11-07,(none),(direct),521,548,37,2770.0,0,6.75,0.0,5.05,none,False,0.0,0.0,2.102427381113823,2.1569740565389286,2.102581452489483,0.0,2.157474895424844,2.157474895424844,revenue_per_session,True
2020-11-07,(none),(direct),521,548,3,159.0,0,0.55,0.0,0.29,none,False,0.0,0.0,-2.054210364052353,-0.8468893116212046,-2.0542022282587733,0.0,-0.8481179222282413,2.054210364052353,purchases,True
2020-11-07,(none),(direct),521,548,21,1414.0,0,3.83,0.0,2.58,none,False,0.0,0.0,1.491417711916886,1.9907101042513908,1.4921688462962692,0.0,1.9903211660865534,1.9907101042513908,revenue,True
2020-11-07,(none),(direct),521,548,32,2374.0,0,5.84,0.0,4.33,none,False,0.0,0.0,1.9523418934053147,2.0531833703606677,1.951454617156723,0.0,2.0519261145280225,2.0531833703606677,revenue,True
2020-11-07,(none),(direct),521,548,23,2150.0,0,4.2,0.0,3.92,none,False,0.0,0.0,1.7029104858221031,2.1467256521316247,1.7072662287895943,0.0,2.147017262266316,2.147017262266316,revenue_per_session,True
2020-11-07,(none),(direct),521,548,31,3397.0,0,5.66,0.0,6.2,none,False,0.0,0.0,2.250100131283284,2.248348526829643,2.250602272406129,0.0,2.24851459609656,2.250602272406129,conversion_rate_pct,True
2020-11-08,(none),(direct),458,473,38,2503.0,0,8.03,0.0,5.29,none,False,-2.267786838055525,-2.267786838055935,1.7320508075688712,1.4544670411454408,1.8893814204519215,0.0,1.6490779254854246,2.267786838055935,users,True
2020-11-08,(none),(direct),458,473,37,2770.0,0,7.82,0.0,5.86,none,False,0.0,0.0,2.102427381113824,2.156974056538928,2.102230369471564,0.0,2.157104693599343,2.157104693599343,revenue_per_session,True
2020-11-08,(none),(direct),458,473,3,159.0,0,0.63,0.0,0.34,none,False,0.0,0.0,-2.0542103640523655,-0.8468893116212032,-2.0574665233307257,0.0,-0.8432733469589895,2.0574665233307257,conversion_rate_pct,True
2020-11-08,(none),(direct),458,473,21,1414.0,0,4.44,0.0,2.99,none,False,0.0,0.0,1.4914177119168912,1.9907101042513886,1.4903272377620973,0.0,1.990147674404728,1.9907101042513886,revenue,True
2020-11-08,(none),(direct),458,473,32,2374.0,0,6.77,0.0,5.02,none,False,0.0,0.0,1.9523418934053174,2.053183370360667,1.9522815831014235,0.0,2.053796299883921,2.053796299883921,revenue_per_session,True
2020-11-08,(none),(direct),458,473,23,2150.0,0,4.86,0.0,4.55,none,False,0.0,0.0,1.692798660788927,2.151027501747278,1.6906631139356418,0.0,2.15180298335858,2.15180298335858,revenue_per_session,True
2020-11-08,(none),(direct),458,473,31,3397.0,0,6.55,0.0,7.18,none,False,0.0,0.0,2.250100131283287,2.248348526829643,2.2497827602467875,0.0,2.2484398700091472,2.250100131283287,purchases,True
2020-11-09,(none),(direct),757,787,38,2503.0,0,4.83,0.0,3.18,none,False,2.2677868380553727,2.2677868380553887,1.7320508075688716,1.4544670411454408,0.7950450734668415,0.0,0.599377514127153,2.2677868380553887,users,True
2020-11-09,(none),(direct),757,787,37,2770.0,0,4.7,0.0,3.52,none,False,0.0,0.0,2.102427381113825,2.156974056538928,2.1022243209361084,0.0,2.157173074376078,2.157173074376078,revenue_per_session,True
2020-11-09,(none),(direct),757,787,3,159.0,0,0.38,0.0,0.2,none,False,0.0,0.0,-2.0542103640523672,-0.8468893116212032,-2.055552967166439,0.0,-0.8516160077512275,2.055552967166439,conversion_rate_pct,True
2020-11-09,(none),(direct),757,787,21,1414.0,0,2.67,0.0,1.8,none,False,0.0,0.0,1.4914177119168923,1.9907101042513886,1.4938925181927003,0.0,1.9956537799014709,1.9956537799014709,revenue_per_session,True
2020-11-09,(none),(direct),757,787,32,2374.0,0,4.07,0.0,3.02,none,False,0.0,0.0,1.9523418934053178,2.053183370360667,1.9537239690934498,0.0,2.0548841757153524,2.0548841757153524,revenue_per_session,True
2020-11-09,(none),(direct),757,787,23,2150.0,0,2.92,0.0,2.73,none,False,0.0,0.0,1.692798660788928,2.151027501747278,1.691264724470345,0.0,2.1505590908089514,2.151027501747278,revenue,True
2020-11-09,(none),(direct),757,787,31,3397.0,0,3.94,0.0,4.32,none,False,0.0,0.0,2.2501001312832876,2.248348526829643,2.2501684993711932,0.0,2.248469359695696,2.2501684993711932,conversion_rate_pct,True
2020-11-10,(none),(direct),818,850,38,2503.0,0,4.47,0.0,2.94,none,False,2.2677868380556188,2.267786838055662,1.732050807568872,1.4544670411454408,1.6294390574468014,0.0,1.336713014294553,2.267786838055662,users,True
2020-11-10,(none),(direct),818,850,37,2770.0,0,4.35,0.0,3.26,none,False,0.0,0.0,2.102427381113825,2.156974056538928,2.102185000467538,0.0,2.157741506884742,2.157741506884742,revenue_per_session,True
2020-11-10,(none),(direct),818,850,3,159.0,0,0.35,0.0,0.19,none,False,0.0,0.0,-2.0542103640523695,-0.8468893116212032,-2.0541909081785046,0.0,-0.8449537517248384,2.0542103640523695,purchases,True
2020-11-10,(none),(direct),818,850,21,1414.0,0,2.47,0.0,1.66,none,False,0.0,0.0,1.4914177119168932,1.9907101042513886,1.4902417503683116,0.0,1.9900431968106316,1.9907101042513886,revenue,True
2020-11-10,(none),(direct),818,850,32,2374.0,0,3.76,0.0,2.79,none,False,0.0,0.0,1.952341893405318,2.053183370360667,1.9506660693627387,0.0,2.054242753541286,2.054242753541286,revenue_per_session,True
2020-11-10,(none),(direct),818,850,23,2150.0,0,2.71,0.0,2.53,none,False,0.0,0.0,1.6927986607889287,2.151027501747278,1.6913975632556235,0.0,2.152091651565582,2.152091651565582,revenue_per_session,True
2020-11-10,(none),(direct),818,850,31,3397.0,0,3.65,0.0,4.0,none,False,0.0,0.0,2.250100131283288,2.248348526829643,2.249421653123841,0.0,2.2485922990808467,2.250100131283288,purchases,True
2020-11-11,(none),(direct),793,826,38,2503.0,0,4.6,0.0,3.03,none,False,-2.267786838057294,-2.2677868380571518,1.732050807568872,1.4544670411454408,1.7655948001628343,0.0,1.4935215521323113,2.267786838057294,sessions,True
2020-11-11,(none),(direct),793,826,37,2770.0,0,4.48,0.0,3.35,none,False,0.0,0.0,2.1024273811138254,2.156974056538928,2.10344700153543,0.0,2.1572056782269717,2.1572056782269717,revenue_per_session,True
2020-11-11,(none),(direct),793,826,3,159.0,0,0.36,0.0,0.19,none,False,0.0,0.0,-2.0542103640523712,-0.8468893116212032,-2.0513362102233863,0.0,-0.850934376817291,2.0542103640523712,purchases,True
2020-11-11,(none),(direct),793,826,21,1414.0,0,2.54,0.0,1.71,none,False,0.0,0.0,1.491417711916894,1.9907101042513886,1.4898140581301393,0.0,1.9910714498276159,1.9910714498276159,revenue_per_session,True
2020-11-11,(none),(direct),793,826,32,2374.0,0,3.87,0.0,2.87,none,False,0.0,0.0,1.9523418934053185,2.053183370360667,1.9511047185921704,0.0,2.0526037941808144,2.053183370360667,revenue,True
2020-11-11,(none),(direct),793,826,23,2150.0,0,2.78,0.0,2.6,none,False,0.0,0.0,1.6927986607889294,2.151027501747278,1.6939213469390955,0.0,2.1510923576657968,2.1510923576657968,revenue_per_session,True
2020-11-11,(none),(direct),793,826,31,3397.0,0,3.75,0.0,4.11,none,False,0.0,0.0,2.250100131283289,2.248348526829643,2.2492966590373014,0.0,2.2486817806755193,2.250100131283289,purchases,True
2020-11-12,(none),(direct),848,872,38,2503.0,0,4.36,0.0,2.87,none,False,2.2677868380558808,2.2677868380557045,1.7320508075688723,1.4544670411454408,1.6610198863555568,0.0,1.3714262404604824,2.2677868380558808,sessions,True
2020-11-12,(none),(direct),848,872,37,2770.0,0,4.24,0.0,3.18,none,False,0.0,0.0,2.1024273811138254,2.156974056538928,2.101613318129216,0.0,2.156652896995091,2.156974056538928,revenue,True
2020-11-12,(none),(direct),848,872,3,159.0,0,0.34,0.0,0.18,none,False,0.0,0.0,-2.0542103640523734,-0.8468893116212032,-2.058668104117062,0.0,-0.8524358316781152,2.058668104117062,conversion_rate_pct,True
2020-11-12,(none),(direct),848,872,21,1414.0,0,2.41,0.0,1.62,none,False,0.0,0.0,1.4914177119168952,1.9907101042513886,1.4912936858330368,0.0,1.9896127088940654,1.9907101042513886,revenue,True
2020-11-12,(none),(direct),848,872,32,2374.0,0,3.67,0.0,2.72,none,False,0.0,0.0,1.9523418934053187,2.053183370360667,1.9521688478528703,0.0,2.0534254697711063,2.0534254697711063,revenue_per_session,True
2020-11-12,(none),(direct),848,872,23,2150.0,0,2.64,0.0,2.47,none,False,0.0,0.0,1.6927986607889305,2.151027501747278,1.6880238378094545,0.0,2.150391637052429,2.151027501747278,revenue,True
2020-11-12,(none),(direct),848,872,31,3397.0,0,3.56,0.0,3.9,none,False,0.0,0.0,2.250100131283289,2.248348526829643,2.2496656512352406,0.0,2.2481009583801597,2.250100131283289,purchases,True
2020-11-13,(none),(direct),780,814,38,2503.0,0,4.67,0.0,3.07,none,False,-2.267786838055687,-2.267786838055611,1.7320508075688728,1.4544670411454408,1.8130358472623729,0.0,1.548550262132482,2.267786838055687,sessions,True
2020-11-13,(none),(direct),780,814,37,2770.0,0,4.55,0.0,3.4,none,False,0.0,0.0,2.102427381113826,2.156974056538928,2.102628950615134,0.0,2.1560981838220616,2.156974056538928,revenue,True
2020-11-13,(none),(direct),780,814,3,159.0,0,0.37,0.0,0.2,none,False,0.0,0.0,-2.0542103640523757,-0.8468893116212032,-2.0499659404213872,0.0,-0.841368795686925,2.0542103640523757,purchases,True
2020-11-13,(none),(direct),780,814,21,1414.0,0,2.58,0.0,1.74,none,False,0.0,0.0,1.491417711916896,1.9907101042513886,1.4903808260520839,0.0,1.9940477260855651,1.9940477260855651,revenue_per_session,True
2020-11-13,(none),(direct),780,814,32,2374.0,0,3.93,0.0,2.92,none,False,0.0,0.0,1.952341893405319,2.053183370360667,1.9538150119311821,0.0,2.0521773906332514,2.053183370360667,revenue,True
2020-11-13,(none),(direct),780,814,23,2150.0,0,2.83,0.0,2.64,none,False,0.0,0.0,1.6927986607889314,2.151027501747278,1.6959009432949108,0.0,2.1516845783868144,2.1516845783868144,revenue_per_session,True
2020-11-13,(none),(direct),780,814,31,3397.0,0,3.81,0.0,4.17,none,False,0.0,0.0,2.2501001312832893,2.248348526829643,2.250020017911315,0.0,2.2484111717146864,2.2501001312832893,purchases,True
2020-11-14,(none),(direct),498,506,38,2503.0,0,7.51,0.0,4.95,none,False,-2.267786838055378,-2.2677868380553736,1.732050807568873,1.4544670411454408,2.0959300107188503,0.0,1.9526536272036685,2.267786838055378,sessions,True
2020-11-14,(none),(direct),498,506,37,2770.0,0,7.31,0.0,5.47,none,False,0.0,0.0,2.1024273811138263,2.156974056538928,2.1022836313241546,0.0,2.157162512854266,2.157162512854266,revenue_per_session,True
2020-11-14,(none),(direct),498,506,3,159.0,0,0.59,0.0,0.31,none,False,0.0,0.0,-2.054210364052377,-0.8468893116212032,-2.0542034627667216,0.0,-0.8488899065105665,2.054210364052377,purchases,True
2020-11-14,(none),(direct),498,506,21,1414.0,0,4.15,0.0,2.79,none,False,0.0,0.0,1.4914177119168972,1.9907101042513886,1.4907194400321502,0.0,1.9906848326700748,1.9907101042513886,revenue,True
2020-11-14,(none),(direct),498,506,32,2374.0,0,6.32,0.0,4.69,none,False,0.0,0.0,1.9523418934053194,2.053183370360667,1.9531592653039656,0.0,2.051870073286552,2.053183370360667,revenue,True
2020-11-14,(none),(direct),498,506,23,2150.0,0,4.55,0.0,4.25,none,False,0.0,0.0,1.692798660788932,2.151027501747278,1.6919643944085987,0.0,2.151575220134303,2.151575220134303,revenue_per_session,True
2020-11-14,(none),(direct),498,506,31,3397.0,0,6.13,0.0,6.71,none,False,0.0,0.0,2.25010013128329,2.248348526829643,2.249697634446904,0.0,2.248534894904149,2.25010013128329,purchases,True
2020-11-15,(none),(direct),520,534,38,2503.0,0,7.12,0.0,4.69,none,False,2.2677868380585324,2.267786838055282,1.7320508075688732,1.4544670411454408,1.6618789951645272,0.0,1.3758768638315098,2.2677868380585324,sessions,True
2020-11-15,(none),(direct),520,534,37,2770.0,0,6.93,0.0,5.19,none,False,0.0,0.0,2.1024273811138263,2.156974056538928,2.1028219263320294,0.0,2.15749960381634,2.15749960381634,revenue_per_session,True
2020-11-15,(none),(direct),520,534,3,159.0,0,0.56,0.0,0.3,none,False,0.0,0.0,-2.0542103640523792,-0.8468893116212032,-2.053276949432522,0.0,-0.84569101973443,2.0542103640523792,purchases,True
2020-11-15,(none),(direct),520,534,21,1414.0,0,3.93,0.0,2.65,none,False,0.0,0.0,1.491417711916898,1.9907101042513886,1.489286851566417,0.0,1.9906245590602647,1.9907101042513886,revenue,True
2020-11-15,(none),(direct),520,534,32,2374.0,0,5.99,0.0,4.45,none,False,0.0,0.0,1.9523418934053196,2.053183370360667,1.951372841556072,0.0,2.052110016884668,2.053183370360667,revenue,True
2020-11-15,(none),(direct),520,534,23,2150.0,0,4.31,0.0,4.03,none,False,0.0,0.0,1.6927986607889332,2.151027501747278,1.6940401215641439,0.0,2.150830451857766,2.151027501747278,revenue,True
2020-11-15,(none),(direct),520,534,31,3397.0,0,5.81,0.0,6.36,none,False,0.0,0.0,2.2501001312832902,2.248348526829643,2.2502176623196357,0.0,2.2484418419907115,2.2502176623196357,conversion_rate_pct,True
2020-11-16,(none),(direct),767,784,38,2503.0,0,4.85,0.0,3.19,none,False,2.2677868380554003,2.267786838055368,1.7320508075688736,1.4544670411454408,1.073516068853622,0.0,0.8167765087484656,2.2677868380554003,sessions,True
2020-11-16,(none),(direct),767,784,37,2770.0,0,4.72,0.0,3.53,none,False,0.0,0.0,2.1024273811138268,2.156974056538928,2.102204146096053,0.0,2.157860038489314,2.157860038489314,revenue_per_session,True
2020-11-16,(none),(direct),767,784,3,159.0,0,0.38,0.0,0.2,none,False,0.0,0.0,-2.0542103640523814,-0.8468893116212032,-2.054193833485245,0.0,-0.8563114436773055,2.0542103640523814,purchases,True
2020-11-16,(none),(direct),767,784,21,1414.0,0,2.68,0.0,1.8,none,False,0.0,0.0,1.491417711916899,1.9907101042513886,1.4903343867392196,0.0,1.9867356223896688,1.9907101042513886,revenue,True
2020-11-16,(none),(direct),767,784,32,2374.0,0,4.08,0.0,3.03,none,False,0.0,0.0,1.95234189340532,2.053183370360667,1.9536069873791715,0.0,2.0534387757841546,2.0534387757841546,revenue_per_session,True
2020-11-16,(none),(direct),767,784,23,2150.0,0,2.93,0.0,2.74,none,False,0.0,0.0,1.6927986607889338,2.151027501747278,1.6866604366310862,0.0,2.1494847248003364,2.151027501747278,revenue,True
2020-11-16,(none),(direct),767,784,31,3397.0,0,3.95,0.0,4.33,none,False,0.0,0.0,2.2501001312832907,2.248348526829643,2.2493678590938444,0.0,2.2484963399711675,2.2501001312832907,purchases,True
2020-11-17,(none),(direct),879,907,38,2503.0,0,4.19,0.0,2.76,none,False,2.2677868380555255,2.2677868380555295,1.7320508075688739,1.4544670411454408,1.5226278050770747,0.0,1.2279127392303222,2.2677868380555295,users,True
2020-11-17,(none),(direct),879,907,37,2770.0,0,4.08,0.0,3.05,none,False,0.0,0.0,2.1024273811138268,2.156974056538928,2.103329104876708,0.0,2.157732631930039,2.157732631930039,revenue_per_session,True
2020-11-17,(none),(direct),879,907,3,159.0,0,0.33,0.0,0.18,none,False,0.0,0.0,-2.054210364052383,-0.8468893116212032,-2.054210364052417,0.0,-0.8435415404955732,2.054210364052417,conversion_rate_pct,True
2020-11-17,(none),(direct),879,907,21,1414.0,0,2.32,0.0,1.56,none,False,0.0,0.0,1.4914177119168999,1.9907101042513886,1.4994668282850478,0.0,1.994850842998746,1.994850842998746,revenue_per_session,True
2020-11-17,(none),(direct),879,907,32,2374.0,0,3.53,0.0,2.62,none,False,0.0,0.0,1.9523418934053203,2.053183370360667,1.9542350100234211,0.0,2.0517961147838304,2.053183370360667,revenue,True
2020-11-17,(none),(direct),879,907,23,2150.0,0,2.54,0.0,2.37,none,False,0.0,0.0,1.6927986607889345,2.151027501747278,1.6983647003629911,0.0,2.15155418263548,2.15155418263548,revenue_per_session,True
2020-11-17,(none),(direct),879,907,31,3397.0,0,3.42,0.0,3.75,none,False,0.0,0.0,2.250100131283291,2.248348526829643,2.250219460112218,0.0,2.2482406704492743,2.250219460112218,conversion_rate_pct,True
2020-11-18,(none),(direct),935,969,38,2503.0,0,3.92,0.0,2.58,none,False,2.267786838056102,2.267786838056308,1.732050807568874,1.4544670411454408,1.6423702240297078,0.0,1.3561592627627563,2.267786838056308,users,True
2020-11-18,(none),(direct),935,969,37,2770.0,0,3.82,0.0,2.86,none,False,0.0,0.0,2.102427381113827,2.156974056538928,2.1040111927169796,0.0,2.156045436947835,2.156974056538928,revenue,True
2020-11-18,(none),(direct),935,969,3,159.0,0,0.31,0.0,0.16,none,False,0.0,0.0,-2.054210364052385,-0.8468893116212032,-2.057529621611733,0.0,-0.8589836212803637,2.057529621611733,conversion_rate_pct,True
2020-11-18,(none),(direct),935,969,21,1414.0,0,2.17,0.0,1.46,none,False,0.0,0.0,1.491417711916901,1.9907101042513886,1.4959305105407437,0.0,1.9910338456820136,1.9910338456820136,revenue_per_session,True
2020-11-18,(none),(direct),935,969,32,2374.0,0,3.3,0.0,2.45,none,False,0.0,0.0,1.9523418934053207,2.053183370360667,1.9522672751698527,0.0,2.053594597431314,2.053594597431314,revenue_per_session,True
2020-11-18,(none),(direct),935,969,23,2150.0,0,2.37,0.0,2.22,none,False,0.0,0.0,1.6927986607889356,2.151027501747278,1.6957105650911288,0.0,2.1505428145484093,2.151027501747278,revenue,True
2020-11-18,(none),(direct),935,969,31,3397.0,0,3.2,0.0,3.51,none,False,0.0,0.0,2.2501001312832916,2.248348526829643,2.249934674345602,0.0,2.2489897189764734,2.2501001312832916,purchases,True
2020-11-19,(none),(direct),933,972,38,2503.0,0,3.91,0.0,2.58,none,False,2.267786838396528,-2.2677868388962352,1.7320508075688743,1.4544670411454408,1.7292145842891549,0.0,1.454376112902024,2.2677868388962352,users,True
2020-11-19,(none),(direct),933,972,37,2770.0,0,3.81,0.0,2.85,none,False,0.0,0.0,2.102427381113827,2.156974056538928,2.102667135503556,0.0,2.1569054176808176,2.156974056538928,revenue,True
2020-11-19,(none),(direct),933,972,3,159.0,0,0.31,0.0,0.16,none,False,0.0,0.0,-2.054210364052387,-0.8468893116212032,-2.0491350707687674,0.0,-0.8589836212803643,2.054210364052387,purchases,True
2020-11-19,(none),(direct),933,972,21,1414.0,0,2.16,0.0,1.45,none,False,0.0,0.0,1.4914177119169019,1.9907101042513886,1.4901762300796129,0.0,1.9867896402969079,1.9907101042513886,revenue,True
2020-11-19,(none),(direct),933,972,32,2374.0,0,3.29,0.0,2.44,none,False,0.0,0.0,1.952341893405321,2.053183370360667,1.954101028430236,0.0,2.051725751204496,2.053183370360667,revenue,True
2020-11-19,(none),(direct),933,972,23,2150.0,0,2.37,0.0,2.21,none,False,0.0,0.0,1.6927986607889363,2.151027501747278,1.6965008482506485,0.0,2.15017369479151,2.151027501747278,revenue,True
2020-11-19,(none),(direct),933,972,31,3397.0,0,3.19,0.0,3.49,none,False,0.0,0.0,2.250100131283292,2.248348526829643,2.2500033363425094,0.0,2.248758308938409,2.250100131283292,purchases,True
2020-11-20,(none),(direct),930,970,38,2503.0,0,3.92,0.0,2.58,none,False,-2.267786838827153,-2.2677868384258066,1.7320508075688748,1.4544670411454408,1.736855100430224,0.0,1.4559595349040801,2.267786838827153,sessions,True
2020-11-20,(none),(direct),930,970,37,2770.0,0,3.81,0.0,2.86,none,False,0.0,0.0,2.1024273811138277,2.156974056538928,2.103050925773467,0.0,2.1577550089064417,2.1577550089064417,revenue_per_session,True
2020-11-20,(none),(direct),930,970,3,159.0,0,0.31,0.0,0.16,none,False,0.0,0.0,-2.054210364052389,-0.8468893116212032,-2.0525047278928583,0.0,-0.8589836212803608,2.054210364052389,purchases,True
2020-11-20,(none),(direct),930,970,21,1414.0,0,2.16,0.0,1.46,none,False,0.0,0.0,1.4914177119169028,1.9907101042513886,1.4883296038543108,0.0,1.991033845682009,1.991033845682009,revenue_per_session,True
2020-11-20,(none),(direct),930,970,32,2374.0,0,3.3,0.0,2.45,none,False,0.0,0.0,1.9523418934053214,2.053183370360667,1.9526526604388605,0.0,2.053594597431314,2.053594597431314,revenue_per_session,True
2020-11-20,(none),(direct),930,970,23,2150.0,0,2.37,0.0,2.22,none,False,0.0,0.0,1.6927986607889371,2.151027501747278,1.694661270053509,0.0,2.1505428145484085,2.151027501747278,revenue,True
2020-11-20,(none),(direct),930,970,31,3397.0,0,3.2,0.0,3.5,none,False,0.0,0.0,2.2501001312832924,2.248348526829643,2.2499346743456026,0.0,2.248874542633554,2.2501001312832924,purchases,True
2020-11-21,(none),(direct),697,720,38,2503.0,0,5.28,0.0,3.48,none,False,-2.2677868380554047,-2.267786838055415,1.732050807568875,1.4544670411454408,2.0038691726260045,0.0,1.8095449112214217,2.267786838055415,users,True
2020-11-21,(none),(direct),697,720,37,2770.0,0,5.14,0.0,3.85,none,False,0.0,0.0,2.102427381113828,2.156974056538928,2.102795368038986,0.0,2.1574171354849505,2.1574171354849505,revenue_per_session,True
2020-11-21,(none),(direct),697,720,3,159.0,0,0.42,0.0,0.22,none,False,0.0,0.0,-2.054210364052391,-0.8468893116212032,-2.056685688516318,0.0,-0.8494670477954833,2.056685688516318,conversion_rate_pct,True
2020-11-21,(none),(direct),697,720,21,1414.0,0,2.92,0.0,1.96,none,False,0.0,0.0,1.4914177119169036,1.9907101042513886,1.4953678055132598,0.0,1.9920898433017362,1.9920898433017362,revenue_per_session,True
2020-11-21,(none),(direct),697,720,32,2374.0,0,4.44,0.0,3.3,none,False,0.0,0.0,1.9523418934053216,2.053183370360667,1.9519065737545709,0.0,2.0534353304314146,2.0534353304314146,revenue_per_session,True
2020-11-21,(none),(direct),697,720,23,2150.0,0,3.19,0.0,2.99,none,False,0.0,0.0,1.692798660788938,2.151027501747278,1.6946804261173638,0.0,2.152637284687712,2.152637284687712,revenue_per_session,True
2020-11-21,(none),(direct),697,720,31,3397.0,0,4.31,0.0,4.72,none,False,0.0,0.0,2.250100131283293,2.248348526829643,2.2507807226953593,0.0,2.2481579521016912,2.2507807226953593,conversion_rate_pct,True
2020-11-22,(none),(direct),605,626,38,2503.0,0,6.07,0.0,4.0,none,False,-2.2677868380553976,-2.2677868380553097,1.7320508075688752,1.4544670411454408,1.8825565317818551,0.0,1.6389827744316665,2.2677868380553976,sessions,True
2020-11-22,(none),(direct),605,626,37,2770.0,0,5.91,0.0,4.42,none,False,0.0,0.0,2.1024273811138285,2.156974056538928,2.10180330110045,0.0,2.1570147351783038,2.1570147351783038,revenue_per_session,True
2020-11-22,(none),(direct),605,626,3,159.0,0,0.48,0.0,0.25,none,False,0.0,0.0,-2.054210364052393,-0.8468893116212032,-2.0542103640524054,0.0,-0.8512620645406409,2.0542103640524054,conversion_rate_pct,True
2020-11-22,(none),(direct),605,626,21,1414.0,0,3.35,0.0,2.26,none,False,0.0,0.0,1.4914177119169045,1.9907101042513886,1.4858256771057385,0.0,1.993375981900581,1.993375981900581,revenue_per_session,True
2020-11-22,(none),(direct),605,626,32,2374.0,0,5.11,0.0,3.79,none,False,0.0,0.0,1.952341893405322,2.053183370360667,1.951031161917399,0.0,2.0534184493060015,2.0534184493060015,revenue_per_session,True
2020-11-22,(none),(direct),605,626,23,2150.0,0,3.67,0.0,3.43,none,False,0.0,0.0,1.692798660788939,2.151027501747278,1.6889314853264312,0.0,2.151511665928509,2.151511665928509,revenue_per_session,True
2020-11-22,(none),(direct),605,626,31,3397.0,0,4.95,0.0,5.43,none,False,0.0,0.0,2.250100131283293,2.248348526829643,2.2500173888201154,0.0,2.248470821495423,2.250100131283293,purchases,True
